Handle,SKU,Name,Category,Description,Sold by weight,Option 1 name,Option 1 value,Option 2 name,Option 2 value,Option 3 name,Option 3 value,Cost,Barcode,SKU of included item,Quantity of included item,Track stock,Available for sale [Route 98 - Minimart],Price [Route 98 - Minimart],In stock [Route 98 - Minimart],Low stock [Route 98 - Minimart],IMAGE LINK
kropek-ni-mangjuan,10226,KROPEK NI MANGJUAN 90G,SNACKS,,N,,,,,,,23.01,4800016115943,,,Y,Y,29.98,10,,
la-mia-tuna-afrtda,10233,LA MIA TUNA AFRTDA,FOOD,,N,,,,,,,33.18,,,,Y,Y,38,15,,
la-mia-tuna-flksnoil,10234,LA MIA TUNA FLKSNOIL,FOOD,,N,,,,,,,33.18,,,,Y,Y,38,14,,
la-mia-tuna-hotspcy,10232,LA MIA TUNA HOTSPCY,FOOD,,N,,,,,,,33.18,,,,Y,Y,38,15,,
lampein---m-12pcs,10028,LAMPEIN - M 12PCS,BABY ESSENTIALS,<p>12 PCS - MEDIUM</p>,N,,,,,,,0,4806506319624,,,Y,Y,125,12,,
lampein---m-15pcs,10029,LAMPEIN - M 15+1,BABY ESSENTIALS,<p>MEDIUM 15 PCS</p>,N,,,,,,,0,4806506319556,,,Y,Y,155,8,,
lampein---m-4pcs,10030,LAMPEIN - M 4PCS,BABY ESSENTIALS,,N,,,,,,,0,4806506319723,,,Y,Y,40,4,,
lampein-nb-s-12pcs,10073,LAMPEIN NB-S 12PCS,BABY ESSENTIALS,,N,,,,,,,0,4806506319617,,,Y,Y,110,10,,
lampein-pants---xl-25+2,10031,LAMPEIN PANTS - XL 25+2,BABY ESSENTIALS,<p>LAMPEIN XL ORANGE</p>,N,,,,,,,0,4806506317149,,,Y,Y,265,1,,
lampein-xxl-12pcs,10078,LAMPEIN XXL 12PCS,BABY ESSENTIALS,,N,,,,,,,0,4806506319372,,,Y,Y,145,4,,
lemon-square-cheese-cake,10330,LEMON SQUARE CHEESE CAKE,FOOD,,N,,,,,,,7.7,4809010626011,,,Y,Y,11.98,10,,
lemon-square-cheese-cake-pack,10375,LEMON SQUARE CHEESE CAKE PACK,SNACKS,,N,,,,,,,77,4809010626332,,,Y,Y,99.98,1,,
lemon-square-lava-cake,10332,LEMON SQUARE LAVA CAKE,FOOD,,N,,,,,,,7.8,4806018405785,,,Y,Y,9.98,9,,
lemon-square-lava-cake-pack,10378,LEMON SQUARE LAVA CAKE PACK,SNACKS,,N,,,,,,,78,4806018405792,,,Y,Y,89.98,1,,
lemonsquare-inipit,10331,LEMONSQUARE INIPIT,FOOD,,N,,,,,,,5.82,,,,Y,Y,8.98,10,,
lift-berry-bolt-320,10111,LIFT BERRY BOLT 320,DRINKS,,N,,,,,,,14.17,4801981098095,,,Y,Y,18,12,,
lift-citrus-blast-320,10110,LIFT CITRUS BLAST 320,DRINKS,,N,,,,,,,41.16,4801981098088,,,Y,Y,18,6,,
lion-tiger-katol,10043,LION TIGER KATOL - COIL,HOME ESSENTIALS,,N,,,,,,,0,4800101008884,,,N,Y,5,,,
lkyme-beef,10164,LUCKYME BEEF,FOOD,,N,,,,,,,8.95,4807770270017,,,Y,Y,12,22,,
lucky-me-chicken-noodles,10320,LUCKYME CHICKEN NOODLES,FOOD,,N,,,,,,,8.95,4807770270024,,,Y,Y,11.98,12,,
luckyme-mac-&-cheese,10321,LUCKYME MAC & CHEESE,FOOD,,N,,,,,,,24.25,4807770272660,,,Y,Y,28.98,12,,
lkyme-pnctcntn-chilimansi,10168,LUCKYME PANCITCANTON CHILIMANSI,FOOD,,N,,,,,,,13,4807770270291,,,Y,Y,15,8,,
lkyme-pnctcntn-kal,10165,LUCKYME PANCITCANTON KAL,FOOD,,N,,,,,,,0,4807770270123,,,Y,Y,15,10,,
lkyme-pnctcntn-orig,10166,LUCKYME PANCITCANTON ORIG,FOOD,,N,,,,,,,0,4807770270055,,,Y,Y,15,6,,
lkyme-pnctcntn-xtrahot,10167,LUCKYME PANCITCANTON XTRAHOT,FOOD,,N,,,,,,,0,4807770271229,,,Y,Y,15,5,,
magic-chips-bbq,10224,MAGIC CHIPS BBQ,SNACKS,,N,,,,,,,7.92,4800016082979,,,Y,Y,10,47,,
magic-chips-cheese,10195,MAGIC CHIPS CHEESE,SNACKS,,N,,,,,,,7.92,4803925033421,,,Y,Y,10,2,,
magic-creams-butter,10214,MAGIC CREAMS BUTTER,SNACKS,,N,,,,,,,5.55,4800016087592,,,Y,Y,9,19,,
magic-creams-choco,10213,MAGIC CREAMS CHOCO,SNACKS,,N,,,,,,,5.55,4800016087554,,,Y,Y,9,18,,
magic-creams-condensed,10212,MAGIC CREAMS CONDENSED,SNACKS,,N,,,,,,,5.55,4800016087578,,,Y,Y,9,20,,
magic-creams-peanut-butter,10211,MAGIC CREAMS PEANUT BUTTER,SNACKS,,N,,,,,,,5.55,4800016087615,,,Y,Y,9,12,,
magic-flakes,10225,MAGIC FLAKES,SNACKS,,N,,,,,,,5.51,4800016087684,,,Y,Y,9,44,,
magic-flakes-cheese,10210,MAGIC FLAKES CHEESE,SNACKS,,N,,,,,,,5.55,4800016082641,,,Y,Y,9,15,,
magic-sarap-sachit,10382,MAGIC SARAP SACHIT,HOME ESSENTIALS,,N,,,,,,,5,48025522,,,Y,Y,7,48,5,
magic-sarap-sachit-1,10382@,MAGIC SARAP SACHIT,HOME ESSENTIALS,,N,,,,,,,5,48025522,,,Y,Y,7,48,5,
mang-juan-sukang-paombong,10139,MANG JUAN SUKANG PAOMBONG 26G,SNACKS,,N,,,,,,,9.98,4800016110535,,,Y,Y,14.98,6,,
mang-juan-sukang-paombong-90g,10216,MANG JUAN SUKANG PAOMBONG 90G,SNACKS,,N,,,,,,,22.5,4800016110511,,,Y,Y,29.98,12,,
mang-juan-sukatsili,10141,MANG JUAN SUKAT SILI 26G,SNACKS,,N,,,,,,,0,4800016110542,,,Y,Y,14.98,1,,
mang-juan-suka'tsili-90g,10215,MANG JUAN SUKAT SILI 90G,SNACKS,,N,,,,,,,22.5,4800016110528,,,Y,Y,29.98,15,,
mayon-cream-corn-425g,10034,MAYON CREAM CORN 425G,FOOD,<p>MAYON CREAM STYLE CORN 425G</p>,N,,,,,,,0,4806508624511,,,Y,Y,41.5,3,,
mayon-whole-kernel,10072,MAYON WHOLE KERNEL,FOOD,,N,,,,,,,0,4806508624504,,,Y,Y,41.5,6,,
megasoft-tissue,10076,MEGASOFT TISSUE,HOME ESSENTIALS,,N,,,,,,,0,4806506316005,,,Y,Y,17.5,0,,
mighty-bond,10315,MIGHTY BOND,HOME ESSENTIALS,,N,,,,,,,0,4800374032135,,,Y,Y,15,175,,
milo,10173,MILO,FOOD,,N,,,,,,,9.25,4800361413480,,,Y,Y,12,45,20,
minute-maid-250,10118,MINUTE MAID 250,DRINKS,,N,,,,,,,0,4801981120147,,,Y,Y,12,5,,
misua-pack-12s,10041,MISUA PACK 12S,FOOD,,N,,,,,,,0,4809011532809,,,Y,Y,52,7,,
misua-per-piece,10042,MISUA PER PIECE,FOOD,,N,,,,,,,0,,,,Y,Y,5,98,,
moby-caramel,10152,MOBY CARAMEL,SNACKS,,N,,,,,,,8.25,4800523220802,,,Y,Y,10.98,8,,
moby-crunchy-chocolate,10389,MOBY CRUNCHY CHOCOLATE,SNACKS,,N,,,,,,,8.25,4800523220284,,,Y,Y,10.98,6,,
modess-w/-wings-8pcs,10080,MODESS W/ WINGS 8PCS,FEMININE CARE,,N,,,,,,,0,8850007371403,,,Y,Y,52,0,,
monde-special-mamon,10333,MONDE SPECIAL MAMON,FOOD,,N,,,,,,,16,4807770121326,,,Y,Y,29.98,4,,
monde-special-mamon-pack,10376,MONDE SPECIAL MAMON PACK,,,N,,,,,,,96,4807770121333,,,Y,Y,149.98,2,,
monggo,10060,MONGGO,FOOD,,N,,,,,,,0,,,,Y,Y,25,44,,
mountain-dew-(290ml),10239,MOUNTAIN DEW (290ML),DRINKS,,N,,,,,,,16.35,4803925130328,,,Y,Y,20,11,5,
mountain-dew-1.5l,10275,MOUNTAIN DEW 1.5L,DRINKS,,N,,,,,,,62,4803925151149,,,Y,Y,72,2,,
mr-chips-manamis-mais,10219,MR CHIPS MANAMIS MAIS 45G,SNACKS,,N,,,,,,,8.19,4800016666445,,,Y,Y,12.98,52,,
mr-chips-nacho-cheese-98g,10218,MR CHIPS NACHO CHEESE 98G,SNACKS,,N,,,,,,,22.5,4800016653094,,,Y,Y,29.98,2,,
mr.-chips-24g,10148,MR. CHIPS  NACHO CHEEZE 4G,SNACKS,,N,,,,,,,7,4800016652035,,,Y,Y,9.98,8,,
muncher-green-peas,10394,MUNCHER GREEN PEAS,SNACKS,,N,,,,,,,1.09,4806511010080,,,N,Y,2,,,
natalicious,10196,natalicious,SNACKS,,N,,,,,,,0,4806529170271,,,Y,Y,10,7,,
nature's-spring-1000ml,10188,NATURE'S SPRING 1000ML,DRINKS,,N,,,,,,,15.5,4800049720121,,,Y,Y,25,0,,
nescafe-creamy-white,10127,NESCAFE CREAMY WHITE TWIN PACK,FOOD,,N,,,,,,,14,4800361416726,,,Y,Y,17,5,,
nescafe-original-2pk,10128,NESCAFE ORIGINAL TWIN PACK,FOOD,,N,,,,,,,14,4800361415347,,,Y,Y,17,13,,
nescafe-stick,10189,NESCAFE STICK,FOOD,,N,,,,,,,3.25,4800361339568,,,Y,Y,5,72,,
nestle-(almond-brownie-fudge)750ml,10287,NESTLE 2in1 ALMOND BROWNIE FUDGE& COOKIES 750ML,ICE CREAM 🍦,,N,,,,,,,168,4806534190837,,,Y,Y,209.98,2,,
nestle-(rocky-road)-750ml,10288,NESTLE 2in1 ROCKY ROAD & DOUBLE DUTCH 750ML,ICE CREAM 🍦,,N,,,,,,,168,4806534190820,,,Y,Y,209.98,0,,
nestle-(almond-brownie-fudge)1.3l,10289,NESTLE ALMOND BROWNIE FUDGE 1.3L,ICE CREAM 🍦,,N,,,,,,,280,4806534190486,,,Y,Y,349.98,1,,
nestle-(chocolate)1.3l,10290,NESTLE CHOCOLATE 1.3L,ICE CREAM 🍦,,N,,,,,,,275,4806534190479,,,Y,Y,344.98,1,,
nestle-(classic-affogato-sundae)750ml,10285,NESTLE CLASSIC AFFOGATO SUNDAE 750ML,ICE CREAM 🍦,,N,,,,,,,214,4806534190912,,,Y,Y,267.98,2,,
nestle-(cookie's-&-cream)1.3l,10291,NESTLE COOKIE'S & CREAM 1.3L,ICE CREAM 🍦,,N,,,,,,,275,4806534190516,,,Y,Y,343.98,2,,
nestle-(double-dutch)1.3l,10292,NESTLE DOUBLE DUTCH 1.3L,ICE CREAM 🍦,,N,,,,,,,291,4806534190523,,,Y,Y,363.98,1,,
nestle-koko-crunch,10322,NESTLE KOKO CRUNCH,FOOD,,N,,,,,,,6.08,4800361328463,,,Y,Y,9.98,10,,
nestle-(mango)1.3l,10297,NESTLE MANGO 1.3L,ICE CREAM 🍦,,N,,,,,,,265,4806534190288,,,Y,Y,331.98,2,,
nestle-(mango-cheesecake)750ml,10283,NESTLE MANGO CHEESECAKE 750ML,ICE CREAM 🍦,,N,,,,,,,214,4806534190929,,,Y,Y,267.98,2,,
nestle-(mocha-&-cashew)1.3l,10295,NESTLE MOCHA & CASHEW 1.3L,ICE CREAM 🍦,,N,,,,,,,280,4806534190493,,,Y,Y,351.98,2,,
nestle-(rocky-road)1.3l,10294,NESTLE ROCKY ROAD 1.3L,ICE CREAM 🍦,,N,,,,,,,280,4806534190509,,,Y,Y,351.98,1,,
nestle-(salted-caramel-sundae),10286,NESTLE SALTED CARAMEL SUNDAE 750ML,ICE CREAM 🍦,,N,,,,,,,114,4806534190905,,,Y,Y,267.98,2,,
nestle-(ube)1.3l,10293,NESTLE UBE 1.3L,ICE CREAM 🍦,,N,,,,,,,265,4806534190271,,,Y,Y,331.98,2,,
nestle-vanilla-1.3ml-1,10351Q,NESTLE VANILLA 1.3ML,ICE CREAM 🍦,,N,,,,,,,265.2,,,,Y,Y,331.98,2,,
nips-milk-choco,10206,NIPS MILK CHOCO,SNACKS,,N,,,,,,,5.87,480001604268,,,Y,Y,8,6,,
nips-peanut,10203,NIPS PEANUT,SNACKS,,N,,,,,,,5.87,4800361339568,,,Y,Y,8,13,,
nips-white-choco,10258,NIPS WHITE CHOCO PACK,SNACKS,,N,,,,,,,28.95,4800016043093,,,Y,Y,35,22,,
nips-white-choco-piece,10259,NIPS WHITE CHOCO PIECE,SNACKS,,N,,,,,,,1.2,,,,Y,Y,2,24,,
nissin-bread-stix,10325,NISSIN BREAD STIX,FOOD,,N,,,,,,,6.15,4807770100703,,,Y,Y,9.98,6,,
nissin-bread-stix-pack,10380,NISSIN BREAD STIX PACK,SNACKS,,N,,,,,,,61.5,4807770101502,,,Y,Y,84.98,1,,
nissin-butter-coconut,10324,NISSIN BUTTER COCONUT,SNACKS,,N,,,,,,,3.27,4807770120473,,,Y,Y,5.98,12,5,
nissin-butter-coconut-pack,10377,NISSIN BUTTER COCONUT PACK,SNACKS,,N,,,,,,,39.25,4807770100529,,,Y,Y,54.98,3,,
nissin-cup-noodles-spcyhtbf,10228,NISSIN CUP NOODLES SPCYHTBF,FOOD,,N,,,,,,,22.01,,,,Y,Y,30,8,,
nissin-cup-noodles-spcysf,10229,NISSIN CUP NOODLES SPCYSF,FOOD,,N,,,,,,,22.01,,,,Y,Y,30,8,,
nissin-eggnog-cookies,10326,NISSIN EGGNOG COOKIES,FOOD,,N,,,,,,,6.72,4807770101854,,,Y,Y,8.98,10,,
nissin-eggnog-cookies-pack,10379,NISSIN EGGNOG COOKIES PACK,SNACKS,,N,,,,,,,0,4807770100963,,,Y,Y,variable,0,,
nissin-wafer-choco,10323,NISSIN WAFER CHOCO,FOOD,,N,,,,,,,2.7,4807770120213,,,Y,Y,4.98,20,,
nobrelli-(choco-keso-ube)1.3l,10281,NOBRELLI CHOCO-KESO-UBE 1.3L,ICE CREAM 🍦,,N,,,,,,,168,4806534190066,,,Y,Y,210.98,5,,
nobrelli-(choco-mangga-ube)-1.3l,10282,NOBRELLI CHOCO-MANGGA-UBE 1.3L,ICE CREAM 🍦,,N,,,,,,,168,4806534190073,,,Y,Y,210.98,5,,
nobrelli-(choco-pandan-ube)-1.3l,10280,NOBRELLI CHOCO-PANDAN-UBE 1.3L,ICE CREAM 🍦,,N,,,,,,,168,4806534190080,,,Y,Y,210.98,5,,
nova-cntry-chddr-fs,10149,NOVA COUNTRY CHEDDAR 20G,SNACKS,,N,,,,,,,6.5,,,,Y,Y,8.98,3,,
nutriboost-choco-110,10112,NUTRIBOOST CHOCO 110,DRINKS,,N,,,,,,,0,4801981190119,,,Y,Y,15,19,,
nutriboost-strwbrry-110,10113,NUTRIBOOST STRWBRRY 110,DRINKS,,N,,,,,,,0,4801981189526,,,Y,Y,15,18,,
odong,10039,ODONG PACK,FOOD,,N,,,,,,,0,4809011532823,,,Y,Y,40,6,,
odong-per-piece,10040,ODONG PER PIECE,FOOD,,N,,,,,,,0,,,,Y,Y,4,72,,
oishi-cracklings,10130,OISHI CRACKLINGS,SNACKS,,N,,,,,,,7.5,4800194116084,,,Y,Y,9.98,8,,
oishi-onion-rngs,10137,OISHI ONION RNGS,SNACKS,,N,,,,,,,7.5,4800194104982,,,Y,Y,9.98,5,,
oishi-potato-fries,10088,OISHI Potato Fries,SNACKS,,N,,,,,,,7.5,4800194104777,,,Y,Y,9.98,9,,
oishi-prwn-crckrs,10136,OISHI PRAWN CRACKERS  NATURAL  24G,SNACKS,,N,,,,,,,7.5,4800194104951,,,Y,Y,9.98,9,,
oishi-prwn-crckrs-spcy-1,10142,OISHI PRAWN CRACKERS SPICY 24G,SNACKS,,N,,,,,,,7.5,4800194104968,,,Y,Y,9.98,1,,
oishi-prwn-crckrs-spcy,10135,OISHI PRAWN CRACKERS SWEET & EXTRA HOT 24G,SNACKS,,N,,,,,,,7.5,4800194104951,,,Y,Y,9.98,7,,
oishi-rinbee,10140,OISHI RINBEE,SNACKS,,N,,,,,,,7.5,4891208040181,,,Y,Y,9.98,7,,
omega120,10004,OMEGA120,ESSENTIAL OILS,<p>120ML</p>,N,,,,,,,0,4800011736044,,,Y,Y,120,3,0,
omega15,10006,OMEGA15,ESSENTIAL OILS,<p>15ML</p>,N,,,,,,,0,4800011736013,,,Y,Y,22.5,7,5,
omega30ml,10002,OMEGA30,ESSENTIAL OILS,<p>30ML</p>,N,,,,,,,0,4800011736020,,,Y,Y,41,13,5,
omega60,10003,OMEGA60,ESSENTIAL OILS,<p>60ML</p>,N,,,,,,,0,4800011736037,,,Y,Y,67,4,0,
oreo-1l,10284,OREO 1L,ICE CREAM 🍦,,N,,,,,,,312,4800361373029,,,Y,Y,389.98,3,,
oreo-ice-cream-110ml,19,OREO ICE CREAM 110ML,ICE CREAM 🍦,,N,,,,,,,55,4806534190417,,,Y,Y,62.98,17,10,
oreo-ice-cream-450,10279,OREO ICE CREAM 450ML,ICE CREAM 🍦,,N,,,,,,,160,4800361404747,,,Y,Y,199.98,2,,
osaka-sardines,10201,OSAKA SARDINES,FOOD,,N,,,,,,,23.39,4800036999929,,,Y,Y,27,32,,
overload-blkfrst,10222,OVERLOAD BLKFRST,SNACKS,,N,,,,,,,7.92,4800016112430,,,Y,Y,10,8,,
overload-blkfrst-10s,10254,OVERLOAD BLKFRST 10S,SNACKS,,N,,,,,,,79.2,4800016112423,,,Y,Y,90,8,,
overlaod-choco-strwbrry,10223,OVERLOAD CHOCO STRWBRRY,SNACKS,,N,,,,,,,7.92,4800016112379,,,Y,Y,10,7,,
overload-chocostrwbrry-1,10256,OVERLOAD CHOCOSTRWBRRY,SNACKS,,N,,,,,,,79.2,4800016112386,,,Y,Y,90,9,,
palmolive-ad+sh,10018,PALMOLIVE AD+SH,BATH ESSENTIALS,<p>ANTIDANDRUFF+SCALPHEALTH / BLUE</p>,N,,,,,,,0,8850006480748,,,Y,Y,8.98,24,,
palmolive-im,10017,PALMOLIVE IM,BATH ESSENTIALS,<p>INTENSIVE MOISTURE / PINK</p>,N,,,,,,,0,8850006493014,,,Y,Y,8.98,41,,
palmolive-ss,10016,PALMOLIVE SS,BATH ESSENTIALS,<p>SILKY STRAIGHT</p>,N,,,,,,,0,8850006493045,,,Y,Y,8.98,57,,
palmolive-us,10019,PALMOLIVE US,BATH ESSENTIALS,<p>ULTRASMOOTH / GREEN</p>,N,,,,,,,0,8850006493038,,,Y,Y,8.98,181,,
pampers-nb-4pcs,10074,PAMPERS NB 4PCS,BABY ESSENTIALS,,N,,,,,,,0,4902430615273,,,Y,Y,50,16,,
pantene-shampoo-hair-fall-control,980000021,PANTENE SHAMPOO HAIR FALL CONTROL,BATH ESSENTIALS,,N,,,,,,,6.84,4902430698085,,,Y,Y,8.98,24,,
pantene-shampoo-nourished-shine,980000022,PANTENE SHAMPOO NOURISHED SHINE,BATH ESSENTIALS,,N,,,,,,,6.84,4987176211576,,,Y,Y,8.98,24,,
pantene-shampoo-total-damage-care,980000020,PANTENE SHAMPOO TOTAL DAMAGE CARE,BATH ESSENTIALS,,N,,,,,,,6.84,4902430698146,,,Y,Y,8.98,24,,
pantene-supplement-conditioner-biotin,980000019,PANTENE SUPPLEMENT CONDITIONER BIOTIN,BATH ESSENTIALS,,N,,,,,,,7.57,4902430634014,,,Y,Y,9.98,24,,
pantene-supplement-conditioner,980000018,PANTENE SUPPLEMENT CONDITIONER COLLAGEN,Cleaning/Laundry Supplies,,N,,,,,,,7.57,4902430634007,,,Y,Y,9.98,24,,
peewee-pzza-sprm,10156,PEEWEE PZZA SUPREME,SNACKS,,N,,,,,,,8.5,4800523220376,,,Y,Y,10.98,2,,
peewee-sizzling-barbeque-25g,10387,PEEWEE SIZZLING BARBEQUE 25G,SNACKS,,N,,,,,,,8.25,4800523220031,,,Y,Y,10.98,12,,
peewee-sizzling-bbq,10386@,PEEWEE SIZZLING BBQ,,,N,,,,,,,8.25,4800523220031,,,Y,Y,10.98,8,,
peewee-sizzling-bbq-25g,10388,PEEWEE SIZZLING BBQ 25G,SNACKS,,N,,,,,,,8.25,4800523220031,,,Y,Y,10.98,12,,
peewee-spcy-chili,10154,PEEWEE SPICY CHILI 25G,SNACKS,,N,,,,,,,8.25,4800523220659,,,Y,Y,10.98,18,,
pepsi-extra-fizz-1.5l,10372,PEPSI EXTRA FIZZ 1.5L,DRINKS,,N,,,,,,,59.75,4803925151101,,,Y,Y,64.98,4,3,
pepsi-extra-fizz-195ml,10383,PEPSI EXTRA FIZZ 195ML,DRINKS,,N,,,,,,,11,4803925130397,,,N,Y,15,,,
pepsi-extra-fizz-195ml-1,10383Q,PEPSI EXTRA FIZZ 195ML,DRINKS,,N,,,,,,,11,4803925130397,,,N,Y,15,,,
pepsi-extra-fizz-195ml-2,10383QQ,PEPSI EXTRA FIZZ 195ML,DRINKS,,N,,,,,,,11,4803925130397,,,N,Y,15,,,
pepsi-extra-fizz-1l,10251,PEPSI EXTRA FIZZ 1L,DRINKS,,N,,,,,,,41,4803925370212,,,Y,Y,55,5,,
piattos-cheese,10147,PIATTOS CHEESE 40G,SNACKS,,N,,,,,,,15.75,4800016644801,,,Y,Y,19.98,9,,
piattos-85g,10202,PIATTOS CHEESE 85G,SNACKS,,N,,,,,,,33.22,4800016644504,,,Y,Y,39.98,1,,
piattos-roadhouse-bbq,10227,PIATTOS ROADHOUSE BBQ 85G,SNACKS,,N,,,,,,,33.22,4800016633799,,,Y,Y,39.98,3,,
piattos-sourcrm,10145,PIATTOS SOUR CREAM 40G,SNACKS,,N,,,,,,,15.75,4800016671807,,,Y,Y,19.98,4,,
piattos-srcrm,10220,PIATTOS SOUR CREAM 85G,SNACKS,,N,,,,,,,33.22,4800016671500,,,Y,Y,39.98,1,,
pillows-choco-38g,10272,PILLOWS CHOCO 38G,SNACKS,,N,,,,,,,9,4800194116466,,,Y,Y,12,9,,
pillows-ube-24g,10263,PILLOWS UBE 24G,SNACKS,,N,,,,,,,6.75,4800194153324,,,Y,Y,9,17,,
pocari-sweat-500ml,10386,POCARI SWEAT 500ML,DRINKS,,N,,,,,,,49.95,,,,Y,Y,59.98,6,,
premier-purified-water-500ml,10384,PREMIER PURIFIED WATER 500ML,,,N,,,,,,,9.67,4803925320002,,,N,Y,15,,,
premium-dw-liq---cal,10025,PREMIUM DW LIQ - CAL,Cleaning/Laundry Supplies,<p>CALAMANSI</p>,N,,,,,,,0,,,,Y,Y,40,71,,
premium-dw-liq---green-apple,10089,PREMIUM DW LIQ - GREEN APPLE,Cleaning/Laundry Supplies,,N,,,,,,,0,,,,Y,Y,40,30,,
premium-dw-liq---lem,10026,PREMIUM DW LIQ - LEM,Cleaning/Laundry Supplies,<p>LEMON / YELLOW</p>,N,,,,,,,0,,,,Y,Y,40,57,,
premium-dw-liq-antibac,10090,PREMIUM DW LIQ ANTIBAC,Cleaning/Laundry Supplies,,N,,,,,,,0,,,,Y,Y,42,84,,
presto-choco,10207,PRESTO CHOCO,SNACKS,,N,,,,,,,6.13,4800010075878,,,Y,Y,10,8,,
presto-choco-vanilla,10209,PRESTO CHOCO VANILLA,SNACKS,,N,,,,,,,5.87,4800010075861,,,Y,Y,10,19,,
presto-peanut-butter,10208,PRESTO PEANUT BUTTER,SNACKS,,N,,,,,,,6.13,4800010076073,,,Y,Y,10,12,,
ptato-frs,10151,PTATO FRS,SNACKS,,N,,,,,,,0,4800194104777,,,Y,Y,10,10,,
rc,10276,RC,DRINKS,,N,,,,,,,33,4806527711254,,,Y,Y,43,6,,
red-horse-500,10083,RED HORSE 500,DRINKS,,N,,,,,,,60,4801032211077,,,Y,Y,75,0,,
red-horse-litro,10084,RED HORSE LITRO,DRINKS,,N,,,,,,,120,4801032211138,,,Y,Y,140,34,,
refresh-500ml,10230,REFRESH 500ML,DRINKS,,N,,,,,,,8.65,4800016073625,,,Y,Y,12,61,,
rejoice-4w,10022,REJOICE 4W,BATH ESSENTIALS,<p>4WASH&nbsp;</p>,N,,,,,,,0,4902430698078,,,Y,Y,11.98,25,,
rexona-ice-cool-3ml,10310,REXONA ICE COOL 3ML,HOME ESSENTIALS,,N,,,,,,,7.92,4800888160027,,,Y,Y,10,12,,
rexona-passion,10307,REXONA PASSION 3ML,HOME ESSENTIALS,,N,,,,,,,7.92,4800888151100,,,Y,Y,10,12,,
rexona-powder-dry-3ml,10306,REXONA POWDER DRY 3ML,HOME ESSENTIALS,,N,,,,,,,7.92,4800888158888,,,Y,Y,10,11,,
rexona-quantum-dry,10309,REXONA QUANTUM DRY 3ML,HOME ESSENTIALS,,N,,,,,,,7.92,4800888151117,,,Y,Y,10,11,,
rexona-shower-clean,10308,REXONA SHOWER CLEAN 3ML,HOME ESSENTIALS,,N,,,,,,,7.92,4800888150608,,,Y,Y,10,12,,
richee,10150,RICHEE,SNACKS,,N,,,,,,,8.5,4800523220116,,,Y,Y,10.98,5,,
royal-1.75,10252,Royal 1.75,,,N,,,,,,,0,,,,Y,Y,75,11,,
royal-190,10117,ROYAL 190,DRINKS,,N,,,,,,,0,4801981127207,,,Y,Y,15,17,,
royal-237,10124,ROYAL 237,DRINKS,,N,,,,,,,0,,,,Y,Y,18,24,,
royale-antibac,10023,ROYALE ANTIBAC,Cleaning/Laundry Supplies,,N,,,,,,,0,8998866501460,,,Y,Y,8,17,,
safeguard-(extra-strong-cooling),10248,SAFEGUARD EXTRA STRONG COOLING,HOME ESSENTIALS,,N,,,,,,,19.5,4902430327428,,,Y,Y,25.98,5,3,
safeguard-floral-pink-65g,98000009,SAFEGUARD FLORAL PINK 65G,BATH ESSENTIALS,,N,,,,,,,20.19,4902430951357,,,Y,Y,25.98,6,,
safeguard-lemon-fresh-65g,980000011,SAFEGUARD LEMON FRESH 65G,BATH ESSENTIALS,,N,,,,,,,20.19,4902430803694,,,Y,Y,25.98,6,,
safeguard-pure-white-115g,98000008,SAFEGUARD PURE WHITE 115G,BATH ESSENTIALS,,N,,,,,,,49.19,4902430934800,,,Y,Y,59.98,3,,
safeguard-pure-white-65g,980000010,SAFEGUARD PURE WHITE 65G,BATH ESSENTIALS,,N,,,,,,,20.19,4902430945554,,,Y,Y,25.98,6,,
safeguard-pure-white-78g,98000007,SAFEGUARD PURE WHITE 78G,BATH ESSENTIALS,,N,,,,,,,38.25,4902430495073,,,Y,Y,45.98,3,,
safeguard-white-camellia-65g,980000012,SAFEGUARD WHITE CAMELLIA 65G,BATH ESSENTIALS,,N,,,,,,,20.19,4987176220653,,,Y,Y,25.98,6,,
salt-1/4,10056,SALT 1/4,FOOD,,N,,,,,,,0,,,,Y,Y,10,114,,
salt-1kg,10057,SALT 1KG,FOOD,,N,,,,,,,0,,,,Y,Y,26,32,,
san-marino-chili-corned-tuna,10067,SAN MARINO CHILI CORNED TUNA,FOOD,,N,,,,,,,0,4800249006636,,,Y,Y,44,16,,
san-marino-corned-tuna,10066,SAN MARINO CORNED TUNA,FOOD,,N,,,,,,,0,4800249006612,,,Y,Y,44,12,,
san-marino-spanish-style-tuna,10126,SAN MARINO SPANISH STYLE TUNA,FOOD,,N,,,,,,,0,4800249043587,,,Y,Y,45,10,,
scissors,10305,SCISSORS,HOME ESSENTIALS,,N,,,,,,,24.5,4852784195054,,,Y,Y,30,12,,
scour-power-sponge,10312,SCOUR POWER SPONGE,HOME ESSENTIALS,,N,,,,,,,20.5,6975469470029,,,Y,Y,25,12,,
senorita-dry-peas,10068,SENORITA DRY PEAS,FOOD,,N,,,,,,,0,4806508624009,,,Y,Y,28,18,,
señorita-sardines,10264,SEÑORITA SARDINES,FOOD,,N,,,,,,,23.45,4806508627215,,,Y,Y,26,6,,
señorita-sardines-1,10265,SEÑORITA SARDINES,FOOD,,N,,,,,,,23.45,4806508627215,,,Y,Y,26,6,,
